step,liquidatorOrders,liquidations,liquidatedPositionNotional,stepLiquidatorRewardsPaid,stepLiquidationPenaltyCollected,stepMarginReturnedFromLiquidation,stepInsuranceFundOutflow,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,insuranceFundOutflow
57,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
58,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
59,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
60,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
61,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
62,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
63,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
64,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
65,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
66,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
67,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
68,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
69,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
70,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
71,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
72,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
73,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
74,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
75,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
76,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
77,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
78,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
79,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
80,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
81,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
82,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
83,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
84,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
85,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
86,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
87,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
88,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
89,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
90,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
91,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
92,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
93,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
94,6,6,20703.0,122.592,229.86,0.0,449.277328,596.8,1119.0,0.0,673.088618
95,5,5,49522.0,367.96,689.925,0.0,305.248985,964.76,1808.925,0.0,978.337603
96,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.337603
97,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.337603
98,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.337603
99,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.337603
