step,liquidatorOrders,liquidations,liquidatedPositionNotional,stepLiquidatorRewardsPaid,stepLiquidationPenaltyCollected,stepMarginReturnedFromLiquidation,stepInsuranceFundOutflow,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,insuranceFundOutflow
57,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
58,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
59,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
60,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
61,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
62,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
63,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
64,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
65,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
66,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
67,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
68,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
69,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
70,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
71,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
72,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
73,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
74,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
75,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
76,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
77,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
78,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
79,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
80,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
81,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
82,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
83,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
84,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
85,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
86,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
87,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
88,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
89,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
90,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
91,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
92,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
93,0,0,0.0,0.0,0.0,0.0,0.0,474.208,889.14,0.0,223.81129
94,6,6,20703.0,122.592,229.86,0.0,449.277328,596.8,1119.0,0.0,673.088618
95,5,5,49522.0,367.96,689.925,0.0,305.245386,964.76,1808.925,0.0,978.334004
96,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
97,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
98,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
99,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
100,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
101,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
102,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
103,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
104,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
105,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
106,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
107,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
108,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
109,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
110,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
111,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
112,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
113,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
114,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
115,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
116,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
117,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
118,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
119,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
120,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
121,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
122,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
123,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
124,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
125,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
126,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
127,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
128,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
129,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
130,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
131,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
132,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
133,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
134,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
135,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
136,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
137,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
138,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
139,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
140,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
141,0,0,0.0,0.0,0.0,0.0,0.0,964.76,1808.925,0.0,978.334004
142,4,4,11048.0,49.184,92.22,0.0,398.818843,1013.944,1901.145,0.0,1377.152847
143,1,1,2451.0,19.608,36.765,0.0,0.0,1033.552,1937.91,0.0,1377.152847
144,0,0,0.0,0.0,0.0,0.0,0.0,1033.552,1937.91,0.0,1377.152847
145,1,1,999.0,0.0,0.0,0.0,80.134343,1033.552,1937.91,0.0,1457.28719
146,0,0,0.0,0.0,0.0,0.0,0.0,1033.552,1937.91,0.0,1457.28719
147,7,7,35001.0,32.776,61.455,0.0,2536.659676,1066.328,1999.365,0.0,3993.946866
148,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
149,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
150,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
151,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
152,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
153,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
154,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
155,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
156,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
157,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
158,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
159,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
160,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
161,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
162,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
163,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
164,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
165,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
166,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
167,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
168,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
169,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
170,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
171,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
172,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
173,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
174,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
175,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
176,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
177,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
178,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
179,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
180,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
181,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
182,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
183,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
184,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
185,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
186,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
187,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
188,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
189,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
190,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
191,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
192,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
193,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
194,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
195,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
196,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
197,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
198,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
199,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
200,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
201,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
202,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
203,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
204,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
205,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
206,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
207,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
208,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
209,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
210,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
211,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
212,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
213,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
214,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
215,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
216,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
217,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
218,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
219,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
220,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
221,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
222,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
223,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
224,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
225,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
226,0,0,0.0,0.0,0.0,0.0,0.0,1066.328,1999.365,0.0,3993.946866
227,1,1,833.0,6.664,12.495,0.0,0.0,1072.992,2011.86,0.0,3993.946866
228,1,1,2007.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
229,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
230,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
231,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
232,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
233,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
234,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
235,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
236,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
237,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
238,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
239,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
240,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
241,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
242,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
243,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
244,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
245,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
246,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
247,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
248,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
249,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
250,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
251,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
252,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
253,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
254,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
255,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
256,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
257,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
258,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
259,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,3993.946866
260,1,1,3111.0,0.0,0.0,0.0,249.270044,1072.992,2011.86,0.0,4243.21691
261,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
262,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
263,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
264,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
265,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
266,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
267,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
268,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
269,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
270,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
271,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
272,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
273,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
274,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
275,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
276,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
277,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
278,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
279,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
280,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
281,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
282,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
283,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
284,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
285,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
286,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
287,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
288,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
289,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
290,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
291,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
292,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
293,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
294,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
295,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
296,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
297,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
298,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
299,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
300,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
301,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
302,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
303,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
304,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
305,0,0,0.0,0.0,0.0,0.0,0.0,1072.992,2011.86,0.0,4243.21691
